,SAP,iteration,questions_rank,similarity_avg_changes,time,Anon Student Id,unit,user_questionaire
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R5C1', 1: 'R2C1', 2: 'R6C2', 3: 'R3C1'}}",,0.006,s19Mo891H5,Unit CTA1_01,s19Mo891H5Unit CTA1_01
0,1,0,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R3C2', 1: 'R4C1'}}",0,0.001,tlJn3I40bf,Unit CTA1_01,tlJn3I40bfUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",2.111111111,0,tlJn3I40bf,Unit CTA1_01,tlJn3I40bfUnit CTA1_01
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R3C2', 1: 'R4C1'}}",,0.002,tlJn3I40bf,Unit CTA1_01,tlJn3I40bfUnit CTA1_01
0,1,0,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R3C2', 1: 'R1C1'}}",0,0.001,bcoY3s64sj,Unit CTA1_01,bcoY3s64sjUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",0,0,bcoY3s64sj,Unit CTA1_01,bcoY3s64sjUnit CTA1_01
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R3C2', 1: 'R1C1'}}",,0.003,bcoY3s64sj,Unit CTA1_01,bcoY3s64sjUnit CTA1_01
0,0.916666667,0,"{'Difficulty': {0: 2.0, 1: 0.0, 2: -5.0, 3: 0.0, 4: -2.0, 5: 5.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1', 2: 'R3C2', 3: 'R4C2', 4: 'R5C1', 5: 'R5C2'}}",0,0.01,h0UbH181l8,Unit CTA1_01,h0UbH181l8Unit CTA1_01
1,0.866666667,1,"{'Difficulty': {0: 1.0, 1: -1.0, 2: -1.0, 3: -3.0, 4: 4.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1', 2: 'R4C2', 3: 'R5C1', 4: 'R5C2'}}",0.954166667,0.006,h0UbH181l8,Unit CTA1_01,h0UbH181l8Unit CTA1_01
2,0.875,2,"{'Difficulty': {0: 0.0, 1: -2.0, 2: -1.0, 3: 3.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1', 2: 'R4C2', 3: 'R5C2'}}",1.082638889,0.003,h0UbH181l8,Unit CTA1_01,h0UbH181l8Unit CTA1_01
3,0.833333333,3,"{'Difficulty': {0: -1.0, 1: -1.0, 2: 2.0}, 'Step Name': {0: 'R4C1', 1: 'R4C2', 2: 'R5C2'}}",0.52619213,0.001,h0UbH181l8,Unit CTA1_01,h0UbH181l8Unit CTA1_01
4,1,4,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R4C2', 1: 'R5C2'}}",0.822745949,0.001,h0UbH181l8,Unit CTA1_01,h0UbH181l8Unit CTA1_01
5,1,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C2'}}",2.039753086,0,h0UbH181l8,Unit CTA1_01,h0UbH181l8Unit CTA1_01
6,0.9,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R3C2', 1: 'R5C1', 2: 'R3C1', 3: 'R4C1', 4: 'R4C2', 5: 'R5C2'}}",,0.037,h0UbH181l8,Unit CTA1_01,h0UbH181l8Unit CTA1_01
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R2C1', 1: 'R1C2'}}",0,0,gPaagaJ8aq,Unit CTA1_01,gPaagaJ8aqUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C2'}}",1.027777778,0,gPaagaJ8aq,Unit CTA1_01,gPaagaJ8aqUnit CTA1_01
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R2C1', 1: 'R1C2'}}",,0.001,gPaagaJ8aq,Unit CTA1_01,gPaagaJ8aqUnit CTA1_01
0,1,0,"{'Difficulty': {0: 1.0, 1: 1.0, 2: -4.0, 3: 1.0, 4: 1.0, 5: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R6C1', 2: 'R3C2', 3: 'R1C2', 4: 'R2C2', 5: 'R3C1'}}",0,0.002,t4K5z0e2NZ,Unit CTA1_01,t4K5z0e2NZUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R6C1', 2: 'R1C2', 3: 'R2C2', 4: 'R3C1'}}",0,0.001,t4K5z0e2NZ,Unit CTA1_01,t4K5z0e2NZUnit CTA1_01
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R1C2', 2: 'R2C2', 3: 'R3C1'}}",0,0.001,t4K5z0e2NZ,Unit CTA1_01,t4K5z0e2NZUnit CTA1_01
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R1C2', 1: 'R2C2', 2: 'R3C1'}}",0,0.001,t4K5z0e2NZ,Unit CTA1_01,t4K5z0e2NZUnit CTA1_01
4,1,4,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R2C2', 1: 'R3C1'}}",0,0,t4K5z0e2NZ,Unit CTA1_01,t4K5z0e2NZUnit CTA1_01
5,1,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",0,0,t4K5z0e2NZ,Unit CTA1_01,t4K5z0e2NZUnit CTA1_01
6,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R3C2', 1: 'R2C1', 2: 'R6C1', 3: 'R1C2', 4: 'R2C2', 5: 'R3C1'}}",,0.008,t4K5z0e2NZ,Unit CTA1_01,t4K5z0e2NZUnit CTA1_01
0,1,0,"{'Difficulty': {0: 1.0, 1: 1.0, 2: -4.0, 3: 1.0, 4: 1.0}, 'Step Name': {0: 'R2C2', 1: 'R1C1', 2: 'R3C2', 3: 'R4C1', 4: 'R3C1'}}",0,0.002,LM96hW22T2,Unit CTA1_01,LM96hW22T2Unit CTA1_01
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R1C1', 2: 'R4C1', 3: 'R3C1'}}",0.166666667,0.001,LM96hW22T2,Unit CTA1_01,LM96hW22T2Unit CTA1_01
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R1C1', 1: 'R4C1', 2: 'R3C1'}}",0.413095238,0.001,LM96hW22T2,Unit CTA1_01,LM96hW22T2Unit CTA1_01
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1'}}",0.068027211,0,LM96hW22T2,Unit CTA1_01,LM96hW22T2Unit CTA1_01
4,1,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",0.048590865,0,LM96hW22T2,Unit CTA1_01,LM96hW22T2Unit CTA1_01
5,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R3C2', 1: 'R2C2', 2: 'R1C1', 3: 'R4C1', 4: 'R3C1'}}",,0.006,LM96hW22T2,Unit CTA1_01,LM96hW22T2Unit CTA1_01
0,1,0,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R5C2'}}",0,0.001,39Uc7ru04l,Unit CTA1_01,39Uc7ru04lUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C2'}}",0.398809524,0,39Uc7ru04l,Unit CTA1_01,39Uc7ru04lUnit CTA1_01
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R3C1', 1: 'R5C2'}}",,0.002,39Uc7ru04l,Unit CTA1_01,39Uc7ru04lUnit CTA1_01
0,0.833333333,0,"{'Difficulty': {0: 2.0, 1: -2.0, 2: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R4C2', 2: 'R3C2'}}",0,0.002,1kKxS8urAH,Unit CTA1_01,1kKxS8urAHUnit CTA1_01
1,1,1,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'R5C2', 1: 'R3C2'}}",1.031746032,0.001,1kKxS8urAH,Unit CTA1_01,1kKxS8urAHUnit CTA1_01
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C2'}}",1.50053288,0,1kKxS8urAH,Unit CTA1_01,1kKxS8urAHUnit CTA1_01
3,0.833333333,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R4C2', 1: 'R3C2', 2: 'R5C2'}}",,0.011,1kKxS8urAH,Unit CTA1_01,1kKxS8urAHUnit CTA1_01
0,1,0,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -3.0, 3: 2.0}, 'Step Name': {0: 'R1C2', 1: 'R2C2', 2: 'R3C2', 3: 'R4C1'}}",0,0.003,C18qWKq212,Unit CTA1_01,C18qWKq212Unit CTA1_01
1,1,1,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 1.0}, 'Step Name': {0: 'R1C2', 1: 'R2C2', 2: 'R4C1'}}",5.056269841,0.001,C18qWKq212,Unit CTA1_01,C18qWKq212Unit CTA1_01
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R1C2', 1: 'R4C1'}}",0.624549509,0.001,C18qWKq212,Unit CTA1_01,C18qWKq212Unit CTA1_01
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",3.036444444,0,C18qWKq212,Unit CTA1_01,C18qWKq212Unit CTA1_01
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R3C2', 1: 'R2C2', 2: 'R1C2', 3: 'R4C1'}}",,0.015,C18qWKq212,Unit CTA1_01,C18qWKq212Unit CTA1_01
0,1,0,"{'Difficulty': {0: -3.0, 1: 0.0, 2: 2.0, 3: 1.0}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R1C1', 3: 'R2C2'}}",0,0.002,EV28POlwE4,Unit CTA1_01,EV28POlwE4Unit CTA1_01
1,1,1,"{'Difficulty': {0: -1.0, 1: 1.0, 2: 0.0}, 'Step Name': {0: 'R4C1', 1: 'R1C1', 2: 'R2C2'}}",0.462857143,0.001,EV28POlwE4,Unit CTA1_01,EV28POlwE4Unit CTA1_01
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R1C1', 1: 'R2C2'}}",0.913673469,0,EV28POlwE4,Unit CTA1_01,EV28POlwE4Unit CTA1_01
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R2C2'}}",0.431182967,0,EV28POlwE4,Unit CTA1_01,EV28POlwE4Unit CTA1_01
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R1C1', 3: 'R2C2'}}",,0.006,EV28POlwE4,Unit CTA1_01,EV28POlwE4Unit CTA1_01
0,1,0,"{'Difficulty': {0: 2.0, 1: -2.0, 2: 0.0}, 'Step Name': {0: 'R4C1', 1: 'R5C1', 2: 'R6C1'}}",0,0.002,OS2vxzjz6W,Unit CTA1_01,OS2vxzjz6WUnit CTA1_01
1,1,1,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'R4C1', 1: 'R6C1'}}",0,0.001,OS2vxzjz6W,Unit CTA1_01,OS2vxzjz6WUnit CTA1_01
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",2.572142857,0,OS2vxzjz6W,Unit CTA1_01,OS2vxzjz6WUnit CTA1_01
3,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R5C1', 1: 'R6C1', 2: 'R4C1'}}",,0.008,OS2vxzjz6W,Unit CTA1_01,OS2vxzjz6WUnit CTA1_01
0,1,0,"{'Difficulty': {0: 2.0, 1: -2.0, 2: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R4C1', 2: 'R1C1'}}",0,0.002,5a5qA8VLfI,Unit CTA1_01,5a5qA8VLfIUnit CTA1_01
1,1,1,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'R5C2', 1: 'R1C1'}}",7.491825397,0.001,5a5qA8VLfI,Unit CTA1_01,5a5qA8VLfIUnit CTA1_01
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C2'}}",0.866738095,0,5a5qA8VLfI,Unit CTA1_01,5a5qA8VLfIUnit CTA1_01
3,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R4C1', 1: 'R1C1', 2: 'R5C2'}}",,0.01,5a5qA8VLfI,Unit CTA1_01,5a5qA8VLfIUnit CTA1_01
0,0.916666667,0,"{'Difficulty': {0: -3.0, 1: 1.0, 2: 2.0, 3: 0.0}, 'Step Name': {0: 'R3C2', 1: 'R4C2', 2: 'R6C2', 3: 'R1C2'}}",0,0.002,PE6x6PxZ42,Unit CTA1_01,PE6x6PxZ42Unit CTA1_01
1,0.833333333,1,"{'Difficulty': {0: 0.0, 1: 1.0, 2: -1.0}, 'Step Name': {0: 'R4C2', 1: 'R6C2', 2: 'R1C2'}}",1.641203704,0.001,PE6x6PxZ42,Unit CTA1_01,PE6x6PxZ42Unit CTA1_01
2,1,2,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R4C2', 1: 'R6C2'}}",0.995216049,0,PE6x6PxZ42,Unit CTA1_01,PE6x6PxZ42Unit CTA1_01
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C2'}}",0.394804527,0,PE6x6PxZ42,Unit CTA1_01,PE6x6PxZ42Unit CTA1_01
4,0.916666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R3C2', 1: 'R1C2', 2: 'R4C2', 3: 'R6C2'}}",,0.01,PE6x6PxZ42,Unit CTA1_01,PE6x6PxZ42Unit CTA1_01
0,1,0,"{'Difficulty': {0: 1.0, 1: 1.0, 2: 1.0, 3: -3.0}, 'Step Name': {0: 'R6C2', 1: 'R6C1', 2: 'R1C1', 3: 'R3C2'}}",0,0.001,9QD9297moO,Unit CTA1_01,9QD9297moOUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R6C2', 1: 'R6C1', 2: 'R1C1'}}",0.516666667,0.001,9QD9297moO,Unit CTA1_01,9QD9297moOUnit CTA1_01
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R1C1'}}",0.583333333,0,9QD9297moO,Unit CTA1_01,9QD9297moOUnit CTA1_01
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",0.693333333,0,9QD9297moO,Unit CTA1_01,9QD9297moOUnit CTA1_01
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R3C2', 1: 'R6C2', 2: 'R6C1', 3: 'R1C1'}}",,0.005,9QD9297moO,Unit CTA1_01,9QD9297moOUnit CTA1_01
0,1,0,"{'Difficulty': {0: 3.0, 1: 0.0, 2: 0.0, 3: -3.0}, 'Step Name': {0: 'R3C1', 1: 'R5C2', 2: 'R4C1', 3: 'R3C2'}}",0,0.003,Hd9GW3f95j,Unit CTA1_01,Hd9GW3f95jUnit CTA1_01
1,1,1,"{'Difficulty': {0: 2.0, 1: 0.0, 2: -2.0}, 'Step Name': {0: 'R3C1', 1: 'R5C2', 2: 'R4C1'}}",1.907936508,0.001,Hd9GW3f95j,Unit CTA1_01,Hd9GW3f95jUnit CTA1_01
2,1,2,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'R3C1', 1: 'R5C2'}}",4.023866504,0.001,Hd9GW3f95j,Unit CTA1_01,Hd9GW3f95jUnit CTA1_01
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",1.627471055,0,Hd9GW3f95j,Unit CTA1_01,Hd9GW3f95jUnit CTA1_01
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R5C2', 3: 'R3C1'}}",,0.012,Hd9GW3f95j,Unit CTA1_01,Hd9GW3f95jUnit CTA1_01
0,1,0,"{'Difficulty': {0: -1.0, 1: 0.0, 2: 1.0}, 'Step Name': {0: 'R4C1', 1: 'R2C1', 2: 'R3C1'}}",0,0.001,f45jOmRd4S,Unit CTA1_01,f45jOmRd4SUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R3C1'}}",0,0,f45jOmRd4S,Unit CTA1_01,f45jOmRd4SUnit CTA1_01
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",0,0,f45jOmRd4S,Unit CTA1_01,f45jOmRd4SUnit CTA1_01
3,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R4C1', 1: 'R2C1', 2: 'R3C1'}}",,0.003,f45jOmRd4S,Unit CTA1_01,f45jOmRd4SUnit CTA1_01
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R4C2', 1: 'R3C2'}}",0,0,wY56ZI2gyL,Unit CTA1_01,wY56ZI2gyLUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C2'}}",0,0,wY56ZI2gyL,Unit CTA1_01,wY56ZI2gyLUnit CTA1_01
2,0.75,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R4C2', 1: 'R3C2'}}",,0.001,wY56ZI2gyL,Unit CTA1_01,wY56ZI2gyLUnit CTA1_01
0,0.9375,0,"{'Difficulty': {0: 3.0, 1: -5.0, 2: -1.0, 3: -5.0, 4: 2.0, 5: -2.0, 6: 4.0, 7: 4.0}, 'Step Name': {0: 'R1C1', 1: 'R5C1', 2: 'R2C2', 3: 'R3C2', 4: 'R6C1', 5: 'R5C2', 6: 'R3C1', 7: 'R2C1'}}",0,0.014,dvG32rxRzQ,Unit CTA1_01,dvG32rxRzQUnit CTA1_01
1,1,1,"{'Difficulty': {0: 2.0, 1: -2.0, 2: -4.0, 3: 1.0, 4: -3.0, 5: 3.0, 6: 3.0}, 'Step Name': {0: 'R1C1', 1: 'R2C2', 2: 'R3C2', 3: 'R6C1', 4: 'R5C2', 5: 'R3C1', 6: 'R2C1'}}",0.427525253,0.012,dvG32rxRzQ,Unit CTA1_01,dvG32rxRzQUnit CTA1_01
2,1,2,"{'Difficulty': {0: 1.0, 1: -3.0, 2: 0.0, 3: -2.0, 4: 2.0, 5: 2.0}, 'Step Name': {0: 'R1C1', 1: 'R2C2', 2: 'R6C1', 3: 'R5C2', 4: 'R3C1', 5: 'R2C1'}}",0.751430293,0.007,dvG32rxRzQ,Unit CTA1_01,dvG32rxRzQUnit CTA1_01
3,1,3,"{'Difficulty': {0: 0.0, 1: -1.0, 2: -1.0, 3: 1.0, 4: 1.0}, 'Step Name': {0: 'R1C1', 1: 'R6C1', 2: 'R5C2', 3: 'R3C1', 4: 'R2C1'}}",0.450071379,0.005,dvG32rxRzQ,Unit CTA1_01,dvG32rxRzQUnit CTA1_01
4,1,4,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 0.0, 3: 1.0}, 'Step Name': {0: 'R1C1', 1: 'R5C2', 2: 'R3C1', 3: 'R2C1'}}",0.164700872,0.003,dvG32rxRzQ,Unit CTA1_01,dvG32rxRzQUnit CTA1_01
5,1,5,"{'Difficulty': {0: -1.0, 1: 0.0, 2: 1.0}, 'Step Name': {0: 'R1C1', 1: 'R3C1', 2: 'R2C1'}}",0.153640741,0.002,dvG32rxRzQ,Unit CTA1_01,dvG32rxRzQUnit CTA1_01
6,1,6,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R2C1'}}",0.316473315,0.001,dvG32rxRzQ,Unit CTA1_01,dvG32rxRzQUnit CTA1_01
7,1,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R2C1'}}",0.163880828,0,dvG32rxRzQ,Unit CTA1_01,dvG32rxRzQUnit CTA1_01
8,0.9375,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R5C1', 1: 'R3C2', 2: 'R2C2', 3: 'R6C1', 4: 'R5C2', 5: 'R1C1', 6: 'R3C1', 7: 'R2C1'}}",,0.064,dvG32rxRzQ,Unit CTA1_01,dvG32rxRzQUnit CTA1_01
0,1,0,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -1.0}, 'Step Name': {0: 'R5C2', 1: 'R2C2', 2: 'R1C2'}}",0,0.001,56dTCKdr74,Unit CTA1_01,56dTCKdr74Unit CTA1_01
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R2C2'}}",0,0,56dTCKdr74,Unit CTA1_01,56dTCKdr74Unit CTA1_01
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R2C2'}}",0,0,56dTCKdr74,Unit CTA1_01,56dTCKdr74Unit CTA1_01
3,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R1C2', 1: 'R5C2', 2: 'R2C2'}}",,0.002,56dTCKdr74,Unit CTA1_01,56dTCKdr74Unit CTA1_01
0,1,0,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R1C2'}}",0,0,11fnXrq9Jf,Unit CTA1_01,11fnXrq9JfUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C2'}}",0,0,11fnXrq9Jf,Unit CTA1_01,11fnXrq9JfUnit CTA1_01
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R6C1', 1: 'R1C2'}}",,0.004,11fnXrq9Jf,Unit CTA1_01,11fnXrq9JfUnit CTA1_01
0,1,0,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R3C2', 1: 'R1C2'}}",0,0,m58s5oOZCm,Unit CTA1_01,m58s5oOZCmUnit CTA1_01
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C2'}}",1.112222222,0,m58s5oOZCm,Unit CTA1_01,m58s5oOZCmUnit CTA1_01
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'R3C2', 1: 'R1C2'}}",,0.002,m58s5oOZCm,Unit CTA1_01,m58s5oOZCmUnit CTA1_01
0,1,0,"{'Difficulty': {0: -2.0, 1: 1.0, 2: 1.0}, 'Step Name': {0: 'R5C1', 1: 'R1C1', 2: 'R2C1'}}",0,0.001,yB480DNZ70,Unit CTA1_01,yB480DNZ70Unit CTA1_01
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R1C1', 1: 'R2C1'}}",1.027777778,0,yB480DNZ70,Unit CTA1_01,yB480DNZ70Unit CTA1_01
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R2C1'}}",0.428703704,0,yB480DNZ70,Unit CTA1_01,yB480DNZ70Unit CTA1_01
3,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R5C1', 1: 'R1C1', 2: 'R2C1'}}",,0.004,yB480DNZ70,Unit CTA1_01,yB480DNZ70Unit CTA1_01
0,1,0,"{'Difficulty': {0: -3.0, 1: 1.0, 2: 1.0, 3: 1.0}, 'Step Name': {0: 'R4C2', 1: 'R6C1', 2: 'R4C1', 3: 'R6C2'}}",0,0.002,qL6HDg57R9,Unit CTA1_01,qL6HDg57R9Unit CTA1_01
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R6C1', 1: 'R4C1', 2: 'R6C2'}}",0.617857143,0.001,qL6HDg57R9,Unit CTA1_01,qL6HDg57R9Unit CTA1_01
2,1,2,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R4C1', 1: 'R6C2'}}",4.526422007,0,qL6HDg57R9,Unit CTA1_01,qL6HDg57R9Unit CTA1_01
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C2'}}",1.441480785,0,qL6HDg57R9,Unit CTA1_01,qL6HDg57R9Unit CTA1_01
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R4C2', 1: 'R6C1', 2: 'R4C1', 3: 'R6C2'}}",,0.013,qL6HDg57R9,Unit CTA1_01,qL6HDg57R9Unit CTA1_01
0,1,0,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -1.0}, 'Step Name': {0: 'R2C1', 1: 'R2C2', 2: 'R1C2'}}",0,0.001,EWHJMBPf94,Unit CTA1_01,EWHJMBPf94Unit CTA1_01
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R2C1', 1: 'R2C2'}}",0,0,EWHJMBPf94,Unit CTA1_01,EWHJMBPf94Unit CTA1_01
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R2C2'}}",0,0,EWHJMBPf94,Unit CTA1_01,EWHJMBPf94Unit CTA1_01
3,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R1C2', 1: 'R2C1', 2: 'R2C2'}}",,0.004,EWHJMBPf94,Unit CTA1_01,EWHJMBPf94Unit CTA1_01
0,0.916666667,0,"{'Difficulty': {0: 0.0, 1: 2.0, 2: -2.0, 3: 0.0}, 'Step Name': {0: 'R4C2', 1: 'R4C1', 2: 'R3C2', 3: 'R3C1'}}",0,0.003,4X3016rdOZ,Unit CTA1_01,4X3016rdOZUnit CTA1_01
1,0.833333333,1,"{'Difficulty': {0: -1.0, 1: -1.0, 2: 2.0}, 'Step Name': {0: 'R4C2', 1: 'R4C1', 2: 'R3C1'}}",1.280663781,0.001,4X3016rdOZ,Unit CTA1_01,4X3016rdOZUnit CTA1_01
2,1,2,"{'Difficulty': {0: -1.0, 1: 1.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1'}}",0.311031746,0.001,4X3016rdOZ,Unit CTA1_01,4X3016rdOZUnit CTA1_01
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",3.623988696,0,4X3016rdOZ,Unit CTA1_01,4X3016rdOZUnit CTA1_01
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R3C2', 1: 'R4C2', 2: 'R4C1', 3: 'R3C1'}}",,0.01,4X3016rdOZ,Unit CTA1_01,4X3016rdOZUnit CTA1_01
0,1,0,"{'Difficulty': {0: 2.0, 1: -1.0, 2: -1.0}, 'Step Name': {0: 'R1C1', 1: 'R1C2', 2: 'R2C2'}}",0,0.001,Wi92e1D7bp,Unit CTA1_01,Wi92e1D7bpUnit CTA1_01
1,1,1,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'R1C1', 1: 'R2C2'}}",0,0,Wi92e1D7bp,Unit CTA1_01,Wi92e1D7bpUnit CTA1_01
